[17:05:13] [main/INFO]: ModLauncher running: args [--username, Gyomci, --version, forge-47.4.0, --gameDir, D:\curseforge_minecraft\Instances\Build my world, --assetsDir, D:\curseforge_minecraft\Install\assets, --assetIndex, 5, --uuid, facba8e826bb4e769390fd76512c428e, --accessToken, ????????, --clientId, c4d364-6b5dba-40da7f-959881-7a32ab, --xuid, 2535449832448927, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[17:05:13] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Eclipse Adoptium; OS Windows 10 arch amd64 version 10.0
	at net.minecraft.client.resources.model.ModelManager.m_246478_(ModelManager.java:110) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
[17:05:39] [Forge Version Check/INFO]: [corpse] Found status: AHEAD Current: 1.20.1-1.0.20 Target: null
[17:05:39] [Forge Version Check/INFO]: [searchables] Starting version check at https://updates.blamejared.com/get?n=searchables&gv=1.20.1
[17:05:39] [Worker-ResourceReload-5/WARN]: Entry of type: mmorpg_gear_rarity already exists as seriazable: common
[17:05:39] [Worker-ResourceReload-5/WARN]: Entry of type: mmorpg_gear_rarity already exists as seriazable: uncommon
[17:05:39] [Worker-ResourceReload-5/WARN]: Entry of type: library_of_exile_item_requirement already exists as seriazable: is_map
[17:05:39] [Forge Version Check/INFO]: [searchables] Found status: BETA Current: 1.0.3 Target: 1.0.3
[17:05:39] [Forge Version Check/INFO]: [atlaslib] Starting version check at https://raw.githubusercontent.com/SmileycorpMC/Atlas-Lib/1.20/update.json
[17:05:39] [Forge Version Check/INFO]: [atlaslib] Found status: UP_TO_DATE Current: 1.1.12 Target: null
[17:05:39] [Forge Version Check/INFO]: [cumulus_menus] Starting version check at https://github.com/The-Aether-Team/Cumulus/raw/1.20.1-develop/update.json
[17:05:39] [Worker-ResourceReload-4/INFO]: Got request to register class com.sk89q.worldedit.forge.ForgePlatform with WorldEdit [com.sk89q.worldedit.extension.platform.PlatformManager@6e896e84]
[17:05:39] [Worker-ResourceReload-4/INFO]: WorldEdit for Forge (version 7.2.15+6463-5ca4dff) is loaded
[17:05:39] [Render thread/INFO]: Registered region minecraft:overworld to index 0 for type OVERWORLD
[17:05:39] [Render thread/INFO]: Registered region minecraft:nether to index 0 for type NETHER
[17:05:39] [Render thread/INFO]: Registered region biomesoplenty:overworld_primary to index 1 for type OVERWORLD
[17:05:39] [Render thread/INFO]: Registered region biomesoplenty:overworld_secondary to index 2 for type OVERWORLD
[17:05:39] [Render thread/INFO]: Registered region biomesoplenty:overworld_rare to index 3 for type OVERWORLD
[17:05:39] [Render thread/INFO]: Registered region biomesoplenty:nether_common to index 1 for type NETHER
[17:05:39] [Render thread/INFO]: Registered region biomesoplenty:nether_rare to index 2 for type NETHER
[17:05:39] [Render thread/INFO]: Common setup: Performing initial refresh of zeta's config on thread 'Render thread'
[17:05:39] [Render thread/INFO]: 'zeta' is enabling Zeta's piston structure resolver.
[17:05:39] [Render thread/INFO]: zeta's config is now ready to accept filewatcher changes
[17:05:39] [Forge Version Check/INFO]: [cumulus_menus] Found status: UP_TO_DATE Current: 1.20.1-1.0.1-neoforge Target: null
[17:05:39] [Forge Version Check/INFO]: [dynamictrees] Starting version check at https://github.com/DynamicTreesTeam/DynamicTreesVersionInfo/blob/master/DynamicTrees.json?raw=true
[17:05:40] [Forge Version Check/INFO]: [dynamictrees] Found status: BETA Current: 1.20.1-1.4.1 Target: null
[17:05:40] [Forge Version Check/INFO]: [dynamictreesplus] Starting version check at https://github.com/DynamicTreesTeam/DynamicTreesVersionInfo/blob/master/DynamicTreesPlus.json?raw=true
[17:05:40] [Render thread/INFO]: Initialized color sets in 149ms
[17:05:40] [Render thread/INFO]: Registered region quark:biome_provider to index 4 for type OVERWORLD
[17:05:40] [Render thread/INFO]: Common setup: Performing initial refresh of quark's config on thread 'Render thread'
[17:05:40] [Render thread/INFO]: quark's config is now ready to accept filewatcher changes
[17:05:40] [Forge Version Check/INFO]: [dynamictreesplus] Found status: BETA Current: 1.20.1-1.2.0-BETA3 Target: null
[17:05:40] [Forge Version Check/INFO]: [sliceanddice] Starting version check at https://api.modrinth.com/updates/slice-and-dice/forge_updates.json
[17:05:40] [Render thread/INFO]: Finished mod setup in: [1, 3, 0, 0, 0, 0, 12, 8, 0] ms
[17:05:40] [Worker-ResourceReload-11/INFO]: Registering config screens for mod comforts with 1 config(s)
[17:05:40] [Worker-ResourceReload-2/INFO]: [LambDynLights] Initializing SodiumDynamicLights...
[17:05:40] [Worker-ResourceReload-4/INFO]: HELLO FROM CLIENT SETUP
[17:05:40] [Worker-ResourceReload-4/INFO]: MINECRAFT NAME >> Gyomci
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=2,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=10,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=8,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=21,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=7,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=16,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=1,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=17,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=2,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=5,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=20,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=23,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=13,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=13,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=22,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=12,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=7,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=19,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=22,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=15,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=18,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=8,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=4,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=4,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=18,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=1,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=14,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=10,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=15,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=17,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=23,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=9,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=5,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=19,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=24,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=11,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=3,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=16,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=3,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=6,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=21,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=20,waterlogged=true'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=24,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=9,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=11,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=6,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=14,waterlogged=false'
[17:05:40] [Worker-ResourceReload-8/WARN]: Exception loading blockstate definition: 'dtbop:blockstates/stripped_pine_branch.json' missing model for variant: 'dtbop:stripped_pine_branch#radius=12,waterlogged=true'
[17:05:40] [Forge Version Check/INFO]: [sliceanddice] Found status: UP_TO_DATE Current: 3.4.0 Target: null
[17:05:40] [Forge Version Check/INFO]: [visualworkbench] Starting version check at https://raw.githubusercontent.com/Fuzss/modresources/main/update/visualworkbench.json
[17:05:40] [Forge Version Check/INFO]: [visualworkbench] Found status: UP_TO_DATE Current: 8.0.0 Target: null
[17:05:40] [Forge Version Check/INFO]: [attributefix] Starting version check at https://updates.blamejared.com/get?n=attributefix&gv=1.20.1
[17:05:40] [Forge Version Check/INFO]: [attributefix] Found status: BETA Current: 21.0.4 Target: 21.0.4
[17:05:40] [Forge Version Check/INFO]: [goblintraders] Starting version check at https://mrcrayfish.com/modupdatejson?id=goblintraders
[17:05:40] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite immersiveengineering:item/metal_ingot_uranium frame 2: 1
[17:05:40] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite immersiveengineering:item/metal_ingot_uranium frame 3: 1
[17:05:40] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite immersiveengineering:item/metal_ingot_uranium frame 4: 2
[17:05:40] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite immersiveengineering:item/metal_ingot_uranium frame 5: 2
[17:05:40] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite immersiveengineering:item/metal_ingot_uranium frame 6: 3
[17:05:40] [Worker-ResourceReload-14/WARN]: Invalid frame index on sprite immersiveengineering:item/metal_ingot_uranium frame 7: 3
[17:05:40] [Worker-ResourceReload-3/WARN]: Texture obscure_api:icons/durability with size 13x13 limits mip level from 4 to 0
[17:05:40] [Worker-ResourceReload-8/WARN]: create_things_and_misc:custom/blazeblock
java.io.FileNotFoundException: create_things_and_misc:models/custom/blazeblock.json
	at net.minecraft.client.resources.model.ModelBakery.m_119364_(ModelBakery.java:417) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119362_(ModelBakery.java:262) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119341_(ModelBakery.java:243) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119306_(ModelBakery.java:384) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelBakery.m_119263_(ModelBakery.java:143) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at com.google.common.collect.ImmutableList.forEach(ImmutableList.java:422) ~[guava-31.1-jre.jar%23109!/:?]
	at net.minecraft.client.resources.model.ModelBakery.<init>(ModelBakery.java:142) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelManager.m_246505_(ModelManager.java:83) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at net.minecraft.client.resources.model.ModelManager.mdee098e$lambda$loadModelPluginData$0$0(ModelManager.java:569) ~[client-1.20.1-20230612.114412-srg.jar%23588!/:?]
	at java.util.concurrent.CompletableFuture.biApply(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$BiApply.tryFire(Unknown Source) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.exec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(Unknown Source) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(Unknown Source) ~[?:?]
